amount,destination_transactions_last_24h,destination_transactions_last_7d,destination_avg_previous_amount,destination_amount_deviation,destination_is_first_transaction,origin_balance_error,destination_balance_error,destination_balance_is_zero,total_transactions,total_transaction_amount,avg_transaction_amount,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,actual_fraud
311292.22,1.0,5.0,102550.99799999999,208741.22199999998,0,-622584.44,622584.4400000001,0,30223,5917459225.07,195793.24438573272,True,False,False,False,False,0
7455.77,0.0,0.0,0.0,7455.77,1,-7260.77,7455.77,1,25429,6337254252.83,249213.66364505092,False,False,False,True,False,0
16689.77,0.0,0.0,0.0,16689.77,1,-16689.77,16689.77,1,22797,3912610392.82,171628.30165460368,False,False,False,True,False,0
124114.74,0.0,3.0,54883.045999999995,69231.69400000002,0,0.0,-5.820766091346741e-11,0,45155,6746761157.95,149413.37964677223,False,True,False,False,False,0
87117.97,0.0,5.0,105077.27111111111,-17959.301111111112,0,-1.3642420526593924e-12,0.0,0,33468,5718920109.12,170877.25914664753,False,True,False,False,False,0
69628.8,0.0,0.0,0.0,69628.8,1,-139257.6,69628.8,1,45155,6746761157.95,149413.37964677223,True,False,False,False,False,0
15689.96,0.0,0.0,0.0,15689.96,1,0.0,15689.96,1,28959,6433780283.85,222168.5929710971,False,False,False,True,False,0
114271.89,0.0,0.0,0.0,114271.89,1,-13784.89,0.0,0,36726,4862065083.49,132387.54788133746,False,True,False,False,False,0
42228.32,0.0,4.0,154266.49000000002,-112038.17000000001,0,-42228.32,0.0,0,29552,5701716349.72,192938.42547780185,False,True,False,False,False,0
5377.75,0.0,6.0,125982.98000000001,-120605.23000000001,0,0.0,0.0,0,27727,5003598395.76,180459.42207090562,False,False,True,False,False,0
126569.8,0.0,3.0,705092.4100000001,-578522.6100000001,0,-253139.6000000015,253139.58999999985,0,30910,5608205263.28,181436.59861792298,True,False,False,False,False,0
105579.06,0.0,4.0,502248.50875000004,-396669.44875000004,0,-211158.1299999999,211158.1200000001,0,33468,5718920109.12,170877.25914664753,True,False,False,False,False,0
238741.36,0.0,1.0,226140.79222222226,12600.567777777731,0,-238741.36,0.009999999776482582,0,33468,5718920109.12,170877.25914664753,False,True,False,False,False,0
4778.39,0.0,0.0,0.0,4778.39,1,-4778.39,4778.39,1,34075,6436763739.34,188899.88963580338,False,False,False,True,False,0
15680.03,0.0,0.0,0.0,15680.03,1,0.0,15680.03,1,28853,5407533849.39,187416.6932169965,False,False,False,True,False,0
70949.45,1.0,11.0,184286.95923076922,-113337.50923076922,0,-60989.45,0.0,0,28853,5407533849.39,187416.6932169965,False,True,False,False,False,0
232710.97,4.0,6.0,129663.35,103047.62,0,-465421.93999999994,392775.7899999999,0,29467,7929207505.03,269087.7084545424,True,False,False,False,False,0
7376.67,0.0,3.0,144163.65333333335,-136786.98333333334,0,-14753.339999999851,14753.340000000084,0,34075,6436763739.34,188899.88963580338,True,False,False,False,False,0
44711.81,0.0,0.0,0.0,44711.81,1,0.0,44711.81,1,15096,2291105832.49,151769.06680511392,False,False,False,True,False,0
19741.02,0.0,0.0,0.0,19741.02,1,-19741.02,19741.02,1,25429,6337254252.83,249213.66364505092,False,False,False,True,False,0
39963.59,0.0,0.0,0.0,39963.59,1,3.637978807091713e-12,39963.59,1,30910,5608205263.28,181436.59861792298,False,False,False,True,False,0
23412.83,0.0,0.0,0.0,23412.83,1,-23412.83,23412.83,1,30348,5915512509.77,194922.64761335182,False,False,False,True,False,0
25805.91,0.0,0.0,0.0,25805.91,1,-25805.91,25805.91,1,27139,5047833554.76,185999.2466472604,False,False,False,True,False,0
228464.12,1.0,6.0,207899.38374999998,20564.736250000016,0,-456928.24,456928.23,0,29552,5701716349.72,192938.42547780185,True,False,False,False,False,0
1498.29,0.0,0.0,0.0,1498.29,1,0.0,1498.29,1,15096,2291105832.49,151769.06680511392,False,False,False,True,False,0
35273.94,0.0,0.0,0.0,35273.94,1,-23996.940000000002,35273.94,1,28245,5640295178.53,199691.81017985483,False,False,False,True,False,0
31035.99,1.0,7.0,119715.05625000001,-88679.06625,0,-31035.99,-2.9103830456733704e-11,0,29552,5701716349.72,192938.42547780185,False,True,False,False,False,0
11338.29,0.0,0.0,0.0,11338.29,1,5.820766091346741e-11,11338.29,1,36726,4862065083.49,132387.54788133746,False,False,False,True,False,0
148791.95,0.0,5.0,198396.49764705883,-49604.54764705882,0,-134444.95,0.0,0,34075,6436763739.34,188899.88963580338,False,True,False,False,False,0
132067.18,1.0,10.0,277269.46111111116,-145202.28111111117,0,0.0,4.656612873077393e-10,0,30348,5915512509.77,194922.64761335182,False,False,False,False,True,0
11258.91,0.0,0.0,0.0,11258.91,1,0.0,11258.91,1,12023,1737107629.18,144482.04517840807,False,False,False,True,False,0
13742.84,0.0,0.0,0.0,13742.84,1,-13742.84,13742.84,1,18183,2963739223.12,162995.06259253147,False,False,False,True,False,0
134356.66,1.0,9.0,335492.80583333335,-201136.14583333334,0,-134356.66,0.0,0,28959,6433780283.85,222168.5929710971,False,True,False,False,False,0
35339.58,0.0,0.0,0.0,35339.58,1,-0.010000000009313226,35339.58,1,27139,5047833554.76,185999.2466472604,False,False,False,True,False,0
10696.64,0.0,0.0,0.0,10696.64,1,-9805.64,10696.64,1,14670,3775109118.91,257335.31826244036,False,False,False,True,False,0
214047.13,0.0,1.0,1253209.4700000002,-1039162.3400000002,0,-214047.13,0.0,0,8256,1019370201.37,123470.22787911822,False,True,False,False,False,0
5579.74,0.0,0.0,0.0,5579.74,1,3.637978807091713e-12,5579.74,1,16604,2252761583.91,135675.83617863164,False,False,False,True,False,0
123380.52,0.0,3.0,259158.40666666665,-135777.88666666666,0,-246761.0399999991,246761.04000000004,0,36726,4862065083.49,132387.54788133746,True,False,False,False,False,0
498055.24,1.0,5.0,182148.0169230769,315907.22307692305,0,-996110.4800000004,996110.47,0,40218,6596385476.64,164015.75107265403,True,False,False,False,False,0
3247.72,0.0,0.0,0.0,3247.72,1,-3247.72,3247.72,1,27727,5003598395.76,180459.42207090562,False,False,False,True,False,0
38264.32,0.0,0.0,0.0,38264.32,1,-18861.32,38264.32,1,28959,6433780283.85,222168.5929710971,False,False,False,True,False,0
721653.4,1.0,1.0,363753.07999999996,357900.32000000007,0,-721653.4,0.0,0,29515,5506549073.95,186567.81548195833,False,False,False,False,True,0
2729.32,0.0,0.0,0.0,2729.32,1,-1498.3200000000002,2729.32,1,28853,5407533849.39,187416.6932169965,False,False,False,True,False,0
4279.37,0.0,0.0,0.0,4279.37,1,0.0,4279.37,1,16604,2252761583.91,135675.83617863164,False,False,False,True,False,0
13594.57,0.0,0.0,0.0,13594.57,1,-13594.57,13594.57,1,29467,7929207505.03,269087.7084545424,False,False,False,True,False,0
2875.77,0.0,0.0,0.0,2875.77,1,-2875.77,2875.77,1,11829,1657430074.48,140115.8233561586,False,False,False,True,False,0
21475.75,0.0,0.0,0.0,21475.75,1,0.0,21475.75,1,40696,6965215256.25,171152.33084946923,False,False,False,True,False,0
113873.02,0.0,2.0,73144.04,40728.98000000001,0,-227746.04000000004,227746.03999999998,0,41759,5847754144.07,140035.78016882588,True,False,False,False,False,0
104764.14,2.0,6.0,141616.9676,-36852.827600000004,0,-104764.14,0.0,0,20122,6138973352.87,305087.63308170164,False,True,False,False,False,0
139703.69,0.0,1.0,178466.75,-38763.06,0,-139703.69,0.0,0,30222,6964456131.76,230443.2576189531,False,True,False,False,False,0
155190.17,1.0,1.0,4013.649999999994,151176.52000000002,0,-310380.33999999985,310380.3300000001,0,30348,5915512509.77,194922.64761335182,True,False,False,False,False,0
6864.39,0.0,0.0,0.0,6864.39,1,-6864.39,6864.39,1,22797,3912610392.82,171628.30165460368,False,False,False,True,False,0
7840.16,0.0,0.0,0.0,7840.16,1,-7840.16,7840.16,1,27139,5047833554.76,185999.2466472604,False,False,False,True,False,0
175735.18,0.0,3.0,211993.9,-36258.72,0,-164264.18,0.0,0,28245,5640295178.53,199691.81017985483,False,True,False,False,False,0
8949.85,0.0,0.0,0.0,8949.85,1,-8949.85,8949.85,1,41759,5847754144.07,140035.78016882588,False,False,False,True,False,0
68340.62,1.0,9.0,357653.0622222222,-289312.4422222222,0,-68340.62,9.313225746154785e-10,0,30222,6964456131.76,230443.2576189531,False,True,False,False,False,0
161855.02,0.0,8.0,248692.514,-86837.494,0,-108998.68,0.0,0,15096,2291105832.49,151769.06680511392,False,True,False,False,False,0
191650.31,2.0,6.0,125154.65499999998,66495.65500000001,0,-191650.31,-0.010000000125728548,0,28245,5640295178.53,199691.81017985483,False,True,False,False,False,0
5854.67,2.0,4.0,161984.27272727274,-156129.60272727272,0,0.0,-0.010000000009313226,0,41759,5847754144.07,140035.78016882588,False,True,False,False,False,0
571562.45,2.0,9.0,190565.43,380997.01999999996,0,-571562.45,0.0,0,26103,5510846318.73,211119.270533272,False,False,False,False,True,0
49192.93,0.0,6.0,217522.87727272726,-168329.94727272727,0,-49192.93,0.0,0,16604,2252761583.91,135675.83617863164,False,True,False,False,False,0
248815.24,0.0,0.0,0.0,248815.24,1,-206226.24,0.0,0,40696,6965215256.25,171152.33084946923,False,True,False,False,False,0
159002.95,0.0,5.0,178342.97266666667,-19340.022666666657,0,-159002.95,0.0,0,37127,5531479167.98,148988.04557276375,False,True,False,False,False,0
3716411.96,0.0,0.0,0.0,3716411.96,1,-3678160.96,0.0,0,26073,5826660716.37,223474.88652514096,False,False,False,False,True,0
140135.24,0.0,4.0,286388.3475,-146253.10749999998,0,-280270.48,147184.68,0,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
428457.02,4.0,7.0,138642.10363636364,289814.9163636364,0,-412929.02,0.0,0,22797,3912610392.82,171628.30165460368,False,True,False,False,False,0
70927.06,1.0,7.0,362742.28571428574,-291815.22571428574,0,-141854.13000000035,141854.12999999896,0,14961,2043308095.19,136575.63633380123,True,False,False,False,False,0
64460.55,0.0,1.0,148975.54000000004,-84514.99000000003,0,-128921.08999999985,128921.10000000002,0,1441,170127306.87,118061.97562109647,True,False,False,False,False,0
14575.37,0.0,0.0,0.0,14575.37,1,-14575.37,14575.37,1,27727,5003598395.76,180459.42207090562,False,False,False,True,False,0
25456.42,0.0,0.0,0.0,25456.42,1,-10281.419999999998,25456.42,1,22797,3912610392.82,171628.30165460368,False,False,False,True,False,0
19743.29,0.0,0.0,0.0,19743.29,1,-2.9103830456733704e-11,19743.29,1,29552,5701716349.72,192938.42547780185,False,False,False,True,False,0
2231.32,0.0,0.0,0.0,2231.32,1,-2231.32,2231.32,1,1419,142296140.07,100279.16847780126,False,False,False,True,False,0
12699.15,1.0,1.0,314438.71,-301739.56,0,-2740.1499999999996,0.0,0,30223,5917459225.07,195793.24438573272,False,True,False,False,False,0
8578.99,0.0,0.0,0.0,8578.99,1,-8578.99,8578.99,1,41759,5847754144.07,140035.78016882588,False,False,False,True,False,0
238296.94,2.0,10.0,130985.69454545456,107311.24545454544,0,-167916.94,-1.1641532182693481e-10,0,37127,5531479167.98,148988.04557276375,False,False,False,False,True,0
360693.97,0.0,9.0,182431.07333333333,178262.89666666664,0,-360693.97,0.0,0,30223,5917459225.07,195793.24438573272,False,True,False,False,False,0
107099.06,1.0,8.0,192706.1575,-85607.0975,0,-214198.1299999999,214198.13000000012,0,41759,5847754144.07,140035.78016882588,True,False,False,False,False,0
2682.12,0.0,0.0,0.0,2682.12,1,-2682.12,2682.12,1,45155,6746761157.95,149413.37964677223,False,False,False,True,False,0
139558.71,1.0,6.0,216502.66833333333,-76943.95833333334,0,-139558.71,0.0,0,30420,6779388634.99,222859.58694904667,False,True,False,False,False,0
37532.16,0.0,0.0,0.0,37532.16,1,-3.637978807091713e-12,37532.16,1,28245,5640295178.53,199691.81017985483,False,False,False,True,False,0
12942.61,1.0,8.0,229571.13,-216628.52000000002,0,-12942.61,-0.009999999776482582,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
300478.63,0.0,5.0,125324.13833333332,175154.4916666667,0,-600957.26,422691.76,0,22797,3912610392.82,171628.30165460368,True,False,False,False,False,0
16461.5,0.0,0.0,0.0,16461.5,1,-16461.5,16461.5,1,30223,5917459225.07,195793.24438573272,False,False,False,True,False,0
292296.51,0.0,2.0,252739.47,39557.04000000001,0,-584593.0200000005,584593.0199999996,0,27139,5047833554.76,185999.2466472604,True,False,False,False,False,0
762.82,0.0,2.0,135373.74250000002,-134610.92250000002,0,0.0,0.0,0,11829,1657430074.48,140115.8233561586,False,False,True,False,False,0
73861.32,1.0,2.0,53762.927500000005,20098.3925,0,-73861.32,0.010000000009313226,0,12023,1737107629.18,144482.04517840807,False,True,False,False,False,0
214200.91,0.0,0.0,0.0,214200.91,1,-428401.82,420238.17000000004,0,25429,6337254252.83,249213.66364505092,True,False,False,False,False,0
239042.34,1.0,9.0,178950.88710526316,60091.45289473684,0,-239042.34,-4.656612873077393e-10,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
321592.22,0.0,9.0,129864.41999999998,191727.8,0,-301504.22,0.0,0,26073,5826660716.37,223474.88652514096,False,True,False,False,False,0
15536.62,0.0,0.0,0.0,15536.62,1,-15536.62,15536.62,1,16604,2252761583.91,135675.83617863164,False,False,False,True,False,0
140276.25,1.0,2.0,316849.52999999997,-176573.27999999997,0,-87224.4,0.0,0,3588,443414417.79,123582.61365384616,False,True,False,False,False,0
70840.06,2.0,5.0,301984.45199999993,-231144.39199999993,0,-141680.11999999918,141680.12,0,11829,1657430074.48,140115.8233561586,True,False,False,False,False,0
130397.98,0.0,6.0,408840.1603225806,-278442.1803225806,0,-130397.98,-0.009999997913837433,0,41759,5847754144.07,140035.78016882588,False,True,False,False,False,0
13765.93,0.0,0.0,0.0,13765.93,1,-13765.93,13765.93,1,7991,1081719923.47,135367.27862219998,False,False,False,True,False,0
1086522.23,0.0,0.0,0.0,1086522.23,1,-1023837.23,0.0,0,28245,5640295178.53,199691.81017985483,False,False,False,False,True,0
6336.14,0.0,0.0,0.0,6336.14,1,-6336.14,6336.14,1,30910,5608205263.28,181436.59861792298,False,False,False,True,False,0
382619.25,1.0,4.0,225045.22999999998,157574.02000000002,0,-381271.25,0.010000000009313226,0,20122,6138973352.87,305087.63308170164,False,True,False,False,False,0
173143.12,0.0,0.0,0.0,173143.12,1,-173122.12,0.0,0,26073,5826660716.37,223474.88652514096,False,True,False,False,False,0
299599.2,0.0,7.0,225928.89399999997,73670.30600000004,0,-599198.4,599198.4000000004,0,29552,5701716349.72,192938.42547780185,True,False,False,False,False,0
42776.2,0.0,5.0,153285.16181818183,-110508.96181818184,0,-42776.2,0.0,0,7991,1081719923.47,135367.27862219998,False,True,False,False,False,0
5196.07,0.0,0.0,0.0,5196.07,1,-101.1899999999996,5196.07,1,30223,5917459225.07,195793.24438573272,False,False,False,True,False,0
152449.78,0.0,5.0,89886.98799999998,62562.792000000016,0,-304899.56000000006,304899.55,0,27727,5003598395.76,180459.42207090562,True,False,False,False,False,0
123955.83,0.0,2.0,22008.04,101947.79000000001,0,-115742.83,0.0,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
1764.32,0.0,0.0,0.0,1764.32,1,0.0,1764.32,1,14670,3775109118.91,257335.31826244036,False,False,False,True,False,0
315932.91,1.0,7.0,175847.16695652175,140085.74304347823,0,-315932.91,0.0,0,29515,5506549073.95,186567.81548195833,False,False,False,False,True,0
5760.94,0.0,0.0,0.0,5760.94,1,0.0,5760.94,1,40696,6965215256.25,171152.33084946923,False,False,False,True,False,0
84511.32,0.0,0.0,0.0,84511.32,1,-84511.32,84511.32,1,19269,4577025882.6,237533.13003269501,False,False,False,True,False,0
15340.64,0.0,0.0,0.0,15340.64,1,0.0,15340.64,1,33528,4693535568.26,139988.53400918635,False,False,False,True,False,0
19621.04,0.0,0.0,0.0,19621.04,1,-19621.04,19621.04,1,28388,5968864151.18,210260.11523108356,False,False,False,True,False,0
214562.95,1.0,8.0,277992.63066666666,-63429.68066666665,0,-214562.95,4.656612873077393e-10,0,34075,6436763739.34,188899.88963580338,False,True,False,False,False,0
11341.63,0.0,0.0,0.0,11341.63,1,-0.010000000009313226,11341.63,1,27727,5003598395.76,180459.42207090562,False,False,False,True,False,0
41665.8,0.0,0.0,0.0,41665.8,1,-41665.8,41665.8,1,26656,5024591202.61,188497.5691255252,False,False,False,True,False,0
112785.48,0.0,0.0,0.0,112785.48,1,-225570.96000000002,225570.95999999996,0,26103,5510846318.73,211119.270533272,True,False,False,False,False,0
874059.94,0.0,10.0,152649.927,721410.0129999999,0,-874059.94,0.0,0,26927,5172213957.19,192082.8149140268,False,False,False,False,True,0
121667.53,1.0,5.0,325079.9461111111,-203412.4161111111,0,-243335.06,243335.0599999996,0,28959,6433780283.85,222168.5929710971,True,False,False,False,False,0
74559.1,1.0,5.0,132865.68333333332,-58306.583333333314,0,-149118.19999999925,149118.1999999999,0,26656,5024591202.61,188497.5691255252,True,False,False,False,False,0
4971.39,0.0,0.0,0.0,4971.39,1,-4769.39,4971.39,1,41759,5847754144.07,140035.78016882588,False,False,False,True,False,0
1405486.66,1.0,12.0,319556.5691176471,1085930.0908823528,0,-1023915.0,-0.009999999776482582,0,30910,5608205263.28,181436.59861792298,False,False,False,False,True,0
21366.89,0.0,3.0,162022.81333333332,-140655.92333333334,0,-21366.89,4.656612873077393e-10,0,37693,4803245990.13,127430.71631682276,False,True,False,False,False,0
8481.07,0.0,0.0,0.0,8481.07,1,-8481.07,8481.07,1,41759,5847754144.07,140035.78016882588,False,False,False,True,False,0
125404.51,0.0,4.0,123687.79499999998,1716.715000000011,0,7.275957614183426e-12,0.0,0,36726,4862065083.49,132387.54788133746,False,True,False,False,False,0
18361.38,0.0,0.0,0.0,18361.38,1,-18361.38,18361.38,1,16604,2252761583.91,135675.83617863164,False,False,False,True,False,0
437297.89,1.0,2.0,214578.24333333338,222719.64666666664,0,-874595.7800000003,874595.7899999999,0,33528,4693535568.26,139988.53400918635,True,False,False,False,False,0
2177.68,0.0,0.0,0.0,2177.68,1,-2177.68,2177.68,1,8256,1019370201.37,123470.22787911822,False,False,False,True,False,0
4611.85,0.0,0.0,0.0,4611.85,1,-4.547473508864641e-13,4611.85,1,3508,475026460.95,135412.33208380843,False,False,False,True,False,0
83773.09,0.0,2.0,107750.47666666668,-23977.386666666687,0,-83773.09,0.0,0,28959,6433780283.85,222168.5929710971,False,True,False,False,False,0
57148.55,0.0,0.0,0.0,57148.55,1,-47195.55,57148.55,1,29467,7929207505.03,269087.7084545424,False,False,False,True,False,0
124979.79,0.0,4.0,142887.37333333332,-17907.58333333333,0,-249959.58000000194,249959.58000000007,0,19269,4577025882.6,237533.13003269501,True,False,False,False,False,0
1584047.59,2.0,6.0,365094.29333333345,1218953.2966666666,0,-1584047.59,-9.313225746154785e-10,0,29552,5701716349.72,192938.42547780185,False,False,False,False,True,0
160129.05,1.0,5.0,462951.64,-302822.59,0,-160129.05,0.0,0,33528,4693535568.26,139988.53400918635,False,True,False,False,False,0
29401.44,0.0,0.0,0.0,29401.44,1,-29401.44,29401.44,1,37127,5531479167.98,148988.04557276375,False,False,False,True,False,0
2947.67,0.0,0.0,0.0,2947.67,1,-2947.67,2947.67,1,45155,6746761157.95,149413.37964677223,False,False,False,True,False,0
158653.74,0.0,8.0,183502.6222222222,-24848.882222222222,0,-139286.74,0.0,0,30348,5915512509.77,194922.64761335182,False,True,False,False,False,0
277310.74,2.0,5.0,127076.106,150234.634,0,-554621.4700000007,554621.48,0,45155,6746761157.95,149413.37964677223,True,False,False,False,False,0
17900.3,0.0,0.0,0.0,17900.3,1,-1.1641532182693481e-10,17900.3,1,30223,5917459225.07,195793.24438573272,False,False,False,True,False,0
22731.44,0.0,0.0,0.0,22731.44,1,-22731.44,22731.44,1,41759,5847754144.07,140035.78016882588,False,False,False,True,False,0
3512.5,0.0,0.0,0.0,3512.5,1,0.0,3512.5,1,37693,4803245990.13,127430.71631682276,False,False,False,True,False,0
161681.42,0.0,1.0,136549.56999999998,25131.850000000035,0,-5.820766091346741e-11,0.0,0,20122,6138973352.87,305087.63308170164,False,True,False,False,False,0
16949.53,0.0,0.0,0.0,16949.53,1,0.0,16949.53,1,30420,6779388634.99,222859.58694904667,False,False,False,True,False,0
1113700.25,0.0,4.0,224661.04999999996,889039.2000000001,0,-1113700.25,-4.656612873077393e-10,0,7818,1055020916.85,134947.6741941673,False,False,False,False,True,0
216159.35,1.0,6.0,238068.19999999998,-21908.849999999977,0,-432318.7,432318.69,0,28959,6433780283.85,222168.5929710971,True,False,False,False,False,0
386701.52,0.0,7.0,282511.19,104190.33000000002,0,-773403.04,773403.0399999998,0,27139,5047833554.76,185999.2466472604,True,False,False,False,False,0
152277.54,0.0,3.0,506611.7933333334,-354334.2533333334,0,-152277.54,0.0,0,41759,5847754144.07,140035.78016882588,False,True,False,False,False,0
121089.25,1.0,5.0,98285.394,22803.856,0,-76019.25,0.0,0,37693,4803245990.13,127430.71631682276,False,True,False,False,False,0
241415.82,0.0,0.0,0.0,241415.82,1,-241415.82,0.010000000009313226,0,27727,5003598395.76,180459.42207090562,False,True,False,False,False,0
33319.58,0.0,0.0,0.0,33319.58,1,-32428.58,33319.58,1,29467,7929207505.03,269087.7084545424,False,False,False,True,False,0
1830.08,0.0,0.0,0.0,1830.08,1,-1830.08,1830.08,1,20122,6138973352.87,305087.63308170164,False,False,False,True,False,0
171985.43,0.0,3.0,155042.475,16942.954999999987,0,-171437.43,0.0,0,41759,5847754144.07,140035.78016882588,False,True,False,False,False,0
232243.81,0.0,5.0,168389.01,63854.79999999999,0,-218562.81,0.0,0,45155,6746761157.95,149413.37964677223,False,True,False,False,False,0
5068.85,0.0,0.0,0.0,5068.85,1,-3688.42,5068.85,1,22797,3912610392.82,171628.30165460368,False,False,False,True,False,0
759139.27,0.0,3.0,124983.76666666668,634155.5033333333,0,-759139.27,2.3283064365386963e-10,0,28245,5640295178.53,199691.81017985483,False,False,False,False,True,0
46429.1,1.0,3.0,170269.57333333333,-123840.47333333333,0,-92858.19999999925,92858.20000000007,0,44787,7234253609.7,161525.74652689396,True,False,False,False,False,0
32784.79,0.0,5.0,70849.63,-38064.840000000004,0,-32784.79,0.010000000009313226,0,12050,1754502433.76,145601.86172282157,False,True,False,False,False,0
12406.19,0.0,1.0,412178.57,-399772.38,0,0.0,0.010000000009313226,0,37127,5531479167.98,148988.04557276375,False,False,False,False,True,0
120802.23,0.0,6.0,159599.31000000003,-38797.08000000003,0,2.9103830456733704e-11,-5.820766091346741e-11,0,27139,5047833554.76,185999.2466472604,False,True,False,False,False,0
160883.1,0.0,5.0,133130.86125,27752.23875000002,0,-160883.1,-0.010000000009313226,0,33528,4693535568.26,139988.53400918635,False,True,False,False,False,0
932763.33,0.0,4.0,279895.29133333336,652868.0386666666,0,-926796.33,0.0,0,41759,5847754144.07,140035.78016882588,False,False,False,False,True,0
185885.65,0.0,0.0,0.0,185885.65,1,-371771.30000000005,236597.63999999998,0,45155,6746761157.95,149413.37964677223,True,False,False,False,False,0
210942.93,1.0,5.0,128644.06142857143,82298.86857142857,0,-421885.8599999994,421885.8599999999,0,29552,5701716349.72,192938.42547780185,True,False,False,False,False,0
14911.26,0.0,0.0,0.0,14911.26,1,0.0,14911.26,1,26073,5826660716.37,223474.88652514096,False,False,False,True,False,0
267517.85,1.0,4.0,226645.74500000002,40872.10499999995,0,-267517.85,0.0,0,40218,6596385476.64,164015.75107265403,False,True,False,False,False,0
31861.91,0.0,0.0,0.0,31861.91,1,-63723.82000000001,63723.82000000001,0,37127,5531479167.98,148988.04557276375,True,False,False,False,False,0
222265.64,1.0,2.0,138981.07,83284.57,0,-222265.64,0.0,0,15096,2291105832.49,151769.06680511392,False,True,False,False,False,0
1336.48,0.0,0.0,0.0,1336.48,1,0.010000000009313226,1336.48,1,28388,5968864151.18,210260.11523108356,False,False,False,True,False,0
16569.45,0.0,0.0,0.0,16569.45,1,0.0,16569.45,1,37693,4803245990.13,127430.71631682276,False,False,False,True,False,0
922.84,0.0,0.0,0.0,922.84,1,0.0,922.84,1,34075,6436763739.34,188899.88963580338,False,False,False,True,False,0
154648.75,1.0,3.0,87365.88,67282.87,0,-309297.5,309297.5,0,15096,2291105832.49,151769.06680511392,True,False,False,False,False,0
173805.01,0.0,2.0,499593.765,-325788.755,0,-173805.01,0.0,0,27727,5003598395.76,180459.42207090562,False,True,False,False,False,0
124188.94,0.0,7.0,173001.272,-48812.331999999995,0,-248377.88000000082,248377.8700000001,0,26927,5172213957.19,192082.8149140268,True,False,False,False,False,0
136074.77,0.0,0.0,0.0,136074.77,1,-272149.54,272149.54000000004,0,18183,2963739223.12,162995.06259253147,True,False,False,False,False,0
112156.68,1.0,1.0,260995.64,-148838.96000000002,0,-100562.68,0.0,0,26073,5826660716.37,223474.88652514096,False,True,False,False,False,0
8724.7,1.0,6.0,230917.72599999997,-222193.02599999995,0,0.0,-0.010000000125728548,0,33468,5718920109.12,170877.25914664753,False,True,False,False,False,0
18482.55,1.0,1.0,173026.975,-154544.42500000002,0,-3180.5499999999993,1.1641532182693481e-10,0,45155,6746761157.95,149413.37964677223,False,True,False,False,False,0
19012.82,0.0,0.0,0.0,19012.82,1,-18882.82,19012.82,1,26103,5510846318.73,211119.270533272,False,False,False,True,False,0
2305.77,3.0,4.0,2727440.87,-2725135.1,0,0.0,0.0,0,37127,5531479167.98,148988.04557276375,False,True,False,False,False,0
41464.96,1.0,2.0,223576.61000000002,-182111.65000000002,0,-82929.90999999997,82929.92000000004,0,44787,7234253609.7,161525.74652689396,True,False,False,False,False,0
8509.56,0.0,0.0,0.0,8509.56,1,-8509.56,8509.56,1,26927,5172213957.19,192082.8149140268,False,False,False,True,False,0
22217.55,0.0,0.0,0.0,22217.55,1,0.0,22217.55,1,14490,3283341857.45,226593.6409558316,False,False,False,True,False,0
127203.73,0.0,6.0,280645.3475,-153441.6175,0,-127203.73,0.0,0,26103,5510846318.73,211119.270533272,False,True,False,False,False,0
25616.24,1.0,8.0,309842.8780769231,-284226.6380769231,0,-25616.24,0.0,0,27727,5003598395.76,180459.42207090562,False,True,False,False,False,0
40761.15,0.0,0.0,0.0,40761.15,1,-40460.950000000004,40761.15,1,7818,1055020916.85,134947.6741941673,False,False,False,True,False,0
2912.36,0.0,0.0,0.0,2912.36,1,-2912.36,2912.36,1,33528,4693535568.26,139988.53400918635,False,False,False,True,False,0
3686.4,0.0,0.0,0.0,3686.4,1,-3686.4,3686.4,1,30223,5917459225.07,195793.24438573272,False,False,False,True,False,0
84550.94,0.0,5.0,271468.74076923076,-186917.80076923076,0,-169101.87999999896,169101.8799999999,0,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
714294.82,3.0,3.0,108851.12333333334,605443.6966666667,0,-713518.82,-2.3283064365386963e-10,0,29467,7929207505.03,269087.7084545424,False,False,False,False,True,0
539884.95,0.0,12.0,204977.28346153846,334907.66653846146,0,-539884.95,-4.656612873077393e-10,0,22797,3912610392.82,171628.30165460368,False,True,False,False,False,0
34445.29,0.0,0.0,0.0,34445.29,1,-68890.58,34445.29,1,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
34900.71,2.0,6.0,203130.16166666665,-168229.45166666666,0,-69801.42,69801.42,0,37127,5531479167.98,148988.04557276375,True,False,False,False,False,0
66612.55,0.0,0.0,0.0,66612.55,1,-66612.55,66612.55,1,34075,6436763739.34,188899.88963580338,False,False,False,True,False,0
68068.5,0.0,2.0,111600.01500000001,-43531.515000000014,0,-68068.5,0.0,0,26927,5172213957.19,192082.8149140268,False,True,False,False,False,0
524884.46,0.0,9.0,269608.9211111111,255275.53888888884,0,-524884.46,0.0,0,19269,4577025882.6,237533.13003269501,False,True,False,False,False,0
